-7.162281509597134832e-02,-2.790379595680292368e-03,6.065718544374162358e-01,5.566210470976995506e-01,4.652700612159097471e-01
2.630617700224949229e-01,2.045975542106634459e-01,5.709959098061991867e-01,2.761740373649942404e-01,4.402112702468435890e-01
3.777691518461245845e-01,5.356612926268766728e-01,5.498797265572403781e-01,3.072032949777259159e-01,2.420247123283580659e-01
1.952938692010063870e-01,3.357365698766665574e-01,5.784493227981142294e-01,3.427416677760479757e-01,1.766633813844477596e-01
4.334810375078204103e-01,3.037001027725534374e-01,4.605558173930688892e-01,5.083972796898660329e-01,5.306156349936997918e-01
5.384780274207319195e-01,3.960253933055066788e-01,2.710620966188607706e-01,5.814632294051935713e-01,7.120163454617249865e-01
4.560904900612194335e-01,1.674235350552684687e-01,4.956927728414809997e-01,8.201989024033939923e-02,4.814752652456237847e-01
5.884283279778452780e-01,3.419716389578363325e-01,1.585559748390031332e-01,2.702160982237142850e-01,3.824125084011171238e-01
1.117907699773322827e-01,4.452285411706807805e-01,6.979641089336259263e-01,4.552966029023703398e-01,1.944230301465749433e-01
4.735331695956406239e-01,4.688627372736257626e-01,1.020084658427947044e+00,7.559060165944830878e-01,1.480332884118826520e-01
5.670555779291355236e-01,2.132158181061033497e-01,7.485425809016407195e-01,3.093373114099657317e-01,5.382131813714304824e-01
3.295120938509706332e-01,6.320506992268062341e-01,4.986958039763220718e-01,2.556389736656504152e-01,-4.418831029586187675e-01
9.349849039308469889e-01,6.151822257567124419e-01,3.961463350736503242e-01,-8.244688455136317540e-03,4.355086665685875547e-01
6.358817429078604810e-01,4.043141225276755124e-01,6.211437501350901558e-01,3.664734101737615046e-01,4.967099303347417838e-02
8.788422403424263063e-01,5.085363582462455456e-01,2.440536344469103058e-01,1.078550004924425099e-01,4.225043636638020628e-02
3.912274150016104013e-01,2.165791616497389493e-01,4.038426221716502895e-01,4.842720408432323875e-01,1.498511310625470494e-01
3.389194750290470126e-01,1.855713713696338085e-01,-1.712112282289989240e-01,7.022554037569126439e-01,9.270383779573856953e-02
5.898979444626857305e-01,4.311298531611664209e-01,7.218515218409854439e-03,3.067144165600259043e-01,-4.144574442012352034e-01
1.207911581449984117e-01,2.760941951931640270e-01,1.866128039197643418e-01,1.262665612308966345e-02,-8.025962943642239722e-02
4.518833817658092777e-01,3.769050043639414760e-01,4.020692351949342047e-01,1.912283296651243747e-01,1.654407698039664920e-01
3.192017119874817066e-01,3.330264781552288444e-01,2.511805864752758577e-02,-1.239935776100058451e-01,2.706402769625923521e-01
3.288795462319710206e-01,1.792657709425775625e-01,2.753958553013572952e-01,-5.190238323099831408e-03,-3.114032324392031481e-01
2.972732660709922481e-01,-4.712554439104277848e-01,2.214904853783980776e-01,1.438227327156760618e-02,-2.211322233194907838e-01
7.767291644577617449e-02,9.917023930882104543e-02,4.053156152885510899e-01,2.487586266408759461e-01,-4.324279083311152183e-01
-1.616468994880054522e-01,-9.620607354742127804e-03,-1.970329299511739407e-01,3.875333537694430897e-02,-1.952317956069095639e-01
4.636602642783744788e-01,6.057267739055390704e-02,-4.152432251943996011e-01,7.236819296367835719e-02,4.923583601826903022e-02
-2.100883726192913081e-01,2.116643736270516774e-01,-5.132784742456406590e-01,-8.878216809735740844e-02,-2.892164875947957348e-01
-3.131611801657138705e-01,-3.872943521655681787e-01,-6.677214965396832680e-02,-2.391963573402508536e-02,-3.773080881726197378e-01
-3.864194758375558147e-01,-6.408202903721973986e-02,2.386768880020461170e-01,-2.176361710542596417e-01,-5.361687769350994559e-01
8.019159421264177023e-02,2.184218813121145408e-01,-1.784686055494189016e-02,3.876113584498142028e-02,-1.169969576372216769e-01
-2.530403076424929676e-01,-2.821970763334642474e-01,-2.918327229023659486e-02,-5.268990709447839427e-01,-3.477687840695604660e-01
-3.854876592823902604e-01,-1.210295829399397477e-01,-1.475026835030079364e-01,-4.096945154297167990e-01,-2.320209040689142910e-01
-2.608944580762720400e-01,-2.754163704381953903e-02,-1.989631471302236165e-01,-3.580092260429371120e-01,-3.926139204758637424e-01
-4.360476733653995685e-01,-2.225142649759837277e-01,-5.516133031836503164e-01,-4.006097527178450468e-01,-4.852658559389817494e-01
-6.563693029032159343e-01,-4.486191798096628713e-01,1.809414019411880181e-01,-4.709333307464326213e-01,-3.755768584282245803e-01
-3.685275829259624381e-01,-4.207705157934313878e-01,-1.217388876483666005e-01,-1.938423680836759977e-01,-4.996849479578019948e-01
-2.815416493939953413e-01,-1.103613444956901002e-01,-5.091039246427935261e-01,-3.423045721920191520e-01,-1.330595030173452598e-01
-2.271120018593263401e-01,-1.822548955561497652e-01,-8.108560540086667823e-01,-3.368862654074661900e-01,-6.946746882529524214e-01
-2.248077215025737763e-01,-5.286903647091156788e-01,-2.953408337692877139e-01,-4.444813617698462060e-01,-5.624796379986769512e-01
-3.412918347411416087e-01,-5.568399486627759742e-01,-4.423204104309166329e-01,-5.263977018519701012e-01,-5.448588944567923642e-01
-7.876249850303920219e-01,-5.638769920391244472e-01,-3.909891499029413131e-01,-3.225727873184284777e-01,-6.848497139892015806e-01
-1.281424893452404734e-01,1.359930429902933557e-02,-2.699336070743274529e-02,-5.488715740676572974e-01,-1.861866389034553815e-01
-4.211144921710204825e-01,-4.280899052437523999e-01,-4.423421274574175222e-01,-5.633689138384283535e-01,-8.006415338693249062e-01
-3.667478682939311341e-01,8.212694638501338851e-02,-4.735568357803364714e-01,-6.723172255652221097e-01,-4.093554108718142071e-01
-6.541583806897335873e-02,-2.978012066079047671e-01,-2.106103465430052279e-01,-4.154295498042156476e-01,-2.107947984258390917e-01
1.821441552611341441e-02,-2.883437198396481271e-01,-1.863836681663191275e-01,-2.943934849772136819e-01,-1.980436162612014828e-02
-1.448390252120074218e-01,-2.611746817736960713e-01,-5.570575888000117715e-01,-3.479703545148185584e-02,-5.230061229031176540e-01
-1.327778867394979190e-01,-8.222975880059532616e-02,-2.124225088802735306e-01,-4.582413407189445120e-01,-3.569912686948467639e-01
-2.070101866365496313e-01,-4.623942773889184732e-01,1.025930541661916884e-01,1.438681509183563634e-01,-1.481225209336212989e-01
-9.423579146960470165e-02,2.782265855931346232e-01,-2.816028052127959591e-01,-2.262375761546875086e-01,1.683714652178567306e-01
-1.837815411226920992e-01,-2.366460373553235241e-01,-2.561277679082733516e-01,-1.025818283420548566e-01,2.211458670979371544e-01
-1.128643910818032947e-01,-2.473015414428252901e-01,-2.540643579708969924e-01,-1.330920830875711169e-01,-2.269933263153332548e-01
-3.255055284879357358e-02,-9.104063502088927118e-02,1.191450442765719792e-01,4.021497730989882780e-02,-1.853509825529212063e-01
1.622088716834083344e-01,1.787037263261624653e-01,3.987337983791436336e-02,3.632953168820158840e-01,-1.168767021980197107e-01
4.194746895530553354e-01,-2.185027035179439858e-01,-3.130683088698839045e-01,2.667953434974862925e-01,-4.592470145765856770e-01
9.305459983382573519e-01,2.219361559326563649e-01,1.949008458025897617e-01,-1.874825915895911022e-01,2.480200797307182126e-01
4.260651245208389448e-01,1.924812934481570648e-02,2.657518493396693327e-01,-1.713317724065679948e-02,2.487530400035160016e-01
1.698348513839756935e-01,1.230285588491519116e-01,1.271941639642819866e-01,1.866529827441726908e-01,3.631032618868155204e-01
7.466407321376308248e-01,1.202774433390128572e-01,-3.403631562382569697e-01,-4.376992900763926331e-02,-1.433605569894996767e-02
4.276287083029794989e-01,4.079243176632867396e-01,3.592513917222301956e-01,3.172407048835956811e-01,5.780675637998476946e-01
3.710926554719265469e-01,1.178345253573082063e-01,-1.347294920505074378e-01,1.925940596662458482e-01,2.312045784131477877e-02
5.411021682320067416e-01,4.629324606428819600e-01,4.122991823155245372e-01,3.802292994540557025e-02,8.687821533792633444e-02
2.631039745956939013e-01,5.374544510374514861e-01,5.245336062010299560e-01,3.528847185166002487e-01,6.018447803662645423e-01
5.359780010893167024e-01,4.173137787501559059e-01,5.677191796712655059e-01,5.010355527178551593e-01,1.888849158207532852e-01
4.088375930520051216e-01,3.850079630192686508e-01,-1.530977264346943811e-01,6.308423678868377293e-02,4.209811214494686427e-01
4.918965900198546404e-01,2.948070504480670984e-01,3.588691755831681096e-01,6.426275264121867892e-01,4.643138380906889906e-01
5.336233805699404087e-01,1.787084011892675073e-01,6.579964091961639783e-01,4.227315236196125259e-01,5.147108388607946061e-01
3.845084589479246251e-01,7.241001512573796983e-01,4.525886231812709104e-01,4.471535202147983168e-01,6.266109335735930985e-01
4.087709778360149038e-01,4.807968061497056578e-01,2.719785187293469741e-01,6.253514455101806258e-01,4.083392480137028047e-01
3.941195823200969728e-01,6.885931324927623276e-01,5.176342619469291861e-01,7.420040596140886624e-02,5.751666295900411674e-01
4.051598965039668876e-01,8.676231511121385021e-01,6.265323326903968759e-01,7.854506513741791318e-01,3.336463832820157904e-03
1.169471601707863240e-01,4.611098852012573968e-01,3.074849387742150109e-01,6.578786035797218323e-01,6.717506001714615982e-01
-1.666674074709229014e-02,5.570482775268018605e-01,1.035922566401743516e+00,4.902490624640614691e-01,1.296331656968522372e-01
2.499489081637448484e-01,7.386055515273630689e-01,8.643162973330408283e-01,7.661610990194092086e-01,7.631298009737699228e-01
-1.726628272128962471e-01,3.041598161548933477e-01,7.048461441746898259e-01,7.314182729898349722e-01,8.336168004622545036e-01
9.895396863827585210e-02,5.029868652041954435e-01,4.853045652237388263e-01,5.998179695702495762e-01,1.051648563703592609e+00
1.707108584796596940e-01,4.217394721656414491e-01,6.358754626162402834e-01,8.298882169181412971e-01,1.178670015537014004e+00
1.231439341689724576e-02,6.472981793105858639e-01,5.089437294839016523e-01,4.916808984349788636e-01,1.055998198868335347e+00
-3.816966393759847476e-01,4.343109096414027315e-01,5.410540109389020413e-01,1.192743264475821796e+00,1.075485170607018981e+00
-3.891071230498610589e-01,8.993629218692810179e-01,7.104748572037388188e-01,7.805594916162712504e-01,8.268958301238347186e-01
-1.785307773990977287e-01,7.139185881407048573e-01,8.705525499448842908e-01,7.896675238368205951e-01,7.523220963890379087e-01
-4.179696521820218669e-01,2.994988534828560978e-01,5.813135273787295443e-01,5.507603200216137918e-01,6.567516756427865809e-01
-3.674082789651912373e-01,3.202447301230180177e-01,4.922008275191258053e-01,7.145652569573293089e-01,7.622197394836855988e-01
-1.969919036550190072e-01,2.556005493599401990e-01,6.055583501176263761e-01,8.106818885701837507e-01,1.188546183128927680e+00
-6.290085915305625441e-01,8.666720973655055449e-01,7.346300107660679313e-01,1.014683424343775231e+00,9.345177905682151565e-01
-4.342452264036468224e-01,-1.862508416570929914e-01,3.603672458229421616e-01,5.090237756508435574e-01,8.445788637922844178e-01
-4.484476775440354723e-01,1.520546847138422308e-01,1.103496917686932477e-01,7.222168644069952848e-01,9.099220080958216883e-01
-4.916728194408869212e-01,-4.148178918131053550e-01,6.052504012893702434e-01,1.003819312775378059e+00,8.761102947454048051e-01
-5.140453771107943437e-01,-5.069827114893726838e-02,2.200344330402459470e-01,8.455161667361381639e-01,8.190958959993425159e-01
-2.791586476680444906e-01,3.863838775842725615e-01,5.088899283208471180e-01,8.578308276407748956e-01,9.679226287821679486e-01
-3.299460676083252331e-01,-3.527581926460149342e-02,3.785780713895374183e-01,9.574871834763770684e-01,5.145691230661824100e-01
-5.302736317630231122e-01,9.371772449655210724e-02,2.711683041965934349e-01,6.744811340997621807e-01,6.745773353317476850e-01
-3.110788186082846796e-01,-8.730493548038295581e-02,5.955853075942388886e-01,5.387539266052151499e-01,5.043573117497510694e-01
-5.704210545116935593e-01,-2.354536826337267907e-01,4.746298935202810654e-01,6.030600990493326652e-01,9.129900593925645014e-01
-3.163459456765106426e-01,-2.459013021522941100e-01,3.326302913973208097e-01,7.607092583386998452e-01,9.438035428725215503e-01
2.959947019686811620e-01,-3.524040632809350981e-01,3.373158093789749845e-01,8.125705118838657537e-01,9.494336887069390052e-01
-8.861349588953452983e-02,-3.299479962047373038e-01,3.185105680955281349e-01,6.566488378667347803e-01,6.366738413214632075e-01
1.043817767564647336e-01,-5.938619680638268505e-01,1.520219142434331427e-03,4.411203146132897102e-01,9.370846200882804178e-01
7.691826669960254159e-02,6.143497699496403008e-03,1.479991483589896406e-01,5.640766264394776464e-01,5.047929374342682296e-01
1.821293660879468868e-01,-4.263506380122270567e-01,-9.835183217857468296e-02,6.489009816124293728e-01,5.684226406601496917e-01
2.984483676011119302e-01,-2.399818610383195883e-01,1.693831026367265680e-01,6.093615933262763740e-01,9.902570185894690180e-01
7.637888192883648952e-02,-3.939040702778238145e-01,3.169294265558562640e-01,2.063921685280857010e-01,1.863316089649612595e-01
2.329510898617007109e-01,-2.124645419448853434e-02,-1.637410961226875017e-01,3.632352037918175069e-01,1.071047297522385033e+00
5.469871039417886216e-01,-2.855347938956417919e-01,-1.245942686275307298e-01,2.703103135564507431e-01,8.980483581562607176e-01
2.007376356777915150e-01,-2.279533403092693089e-01,-2.495367032824359343e-01,1.309422960616071774e-01,7.777800325281547522e-01
2.359250303266396953e-01,-6.105326376050358439e-01,-2.950212829451835383e-01,-3.168763644299240623e-01,6.294580022758943239e-01
